125814,825357,14TH ST & ADAMS ST,1,B4-000225,1/1/2014,1559,123,643 FLUITT,3000,ACC,MC AT WHT CHEVY PU WAS FORCED OFF ROAD AND HIT MAILBOX AND SIGN,,0,,,,0,0,0,,CRASH NON INJURY,,,14TH ST & ADAMS ST,20140101,3,1559,CRASH NON INJURY,City_Streets,M,86,,Belmont,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000225,ACCIDENT,-96.70121185,40.8428916,,,
125815,825361,27TH ST & SUPERIOR ST,1,B4-000218,1/1/2014,1534,113,840 SIMPSON,3111,ACC PD,3 VEHS INVOLVED  UNK INJ DUPLICATE CALL INFO-CALL TYPE: ACC      LOC:,,0,,,,0,0,0,,CRASH NON INJURY,,,27TH ST & SUPERIOR ST,20140101,3,1534,CRASH NON INJURY,City_Streets,M,86,,NA,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000218,ACCIDENT,-96.68202702,40.85706017,,,
125816,825362,SHERIDAN BLVD & 40TH ST,1,B4-000219,1/1/2014,1534,104,1654 PFLANZ,3111,ACC PD,DRK RED HONDA ACCORD VS BLU PACIFICA -NO INJ,,0,,,,0,0,0,,CRASH NON INJURY,,,SHERIDAN BLVD & 40TH ST,20140101,3,1534,CRASH NON INJURY,City_Streets,T,86,,NA,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000219,ACCIDENT,-96.66330881,40.77846653,,,
125817,825371,40TH ST & SOUTH ST,1,B4-000212,1/1/2014,1456,59,1701 LESIAK,3000,ACC,WHITE ACCURA  VS RED HONDA CRV TRYING TO GET PULLED INTO THE BANK LOT,,0,,,,0,0,0,,CRASH NON INJURY,,,40TH ST & SOUTH ST,20140101,3,1456,CRASH NON INJURY,City_Streets,M,86,,40th & A,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000212,ACCIDENT,-96.66328888,40.79167374,,,
125818,825376,17TH ST & SOUTH ST,1,B4-000207,1/1/2014,1433,96,956 EHRHORN,3000,ACC,,,0,,,,0,0,0,,CRASH NON INJURY,,,17TH ST & SOUTH ST,20140101,3,1433,CRASH NON INJURY,City_Streets,M,86,,Irvingdale,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000207,ACCIDENT,-96.6967457,40.79172762,,,
125819,825379,NORMAL BLVD & GARFIELD ST,1,B4-000203,1/1/2014,1411,60,1654 PFLANZ,3211,ACC INJ,OUTSIDE. HEAD BLEEDING. CAN SEE TAN 97 INFINITI FR INTERSECTION. DOESN,,0,,,,0,0,0,,CRASH INJURY,,,NORMAL BLVD & GARFIELD ST,20140101,3,1411,CRASH INJURY,City_Streets,M,100,,NA,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000203,ACCIDENT,-96.67020194,40.7960906,,,
125820,825381,001122 SUMNER ST,1,B4-000201,1/1/2014,1404,94,743 LINGELBACH,3121,ACC PD H&R,5-10 GMC PU HIT BY A BLK PU THAT LEFT EB   VR WILL HAVE FRONT END DAMA,,0,,,,0,0,0,,CRASH NON INJURY,,,1122 SUMNER ST,20140101,3,1404,CRASH NON INJURY,City_Points,M,100,,Everett,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000201,ACCIDENT,-96.7049472,40.7961799,,,
125821,825382,14TH ST & CORNHUSKER HWY BRDG,1,B4-000200,1/1/2014,1358,123,643 FLUITT,3000,ACC,PU IN THE DITCH,,0,,,,0,0,0,,CRASH NON INJURY,,,14TH ST & CORNHUSKER HWY,20140101,3,1358,CRASH NON INJURY,City_Streets,M,86,,NA,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000200,ACCIDENT,-96.70124877,40.83918751,,,
125822,825387,001742 N 48TH ST,1,B4-000196,1/1/2014,1327,39,1716 MEYER,3111,ACC PD,CAR VS LIGHT POLE ///PIC -1354,,0,,,,0,0,0,,CRASH NON INJURY,,,1742 N 48TH ST,20140101,3,1327,CRASH NON INJURY,City_Points,M,100,,University Place,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000196,ACCIDENT,-96.65346786,40.82997461,,,
125823,825393,000921 STARVIEW LN,1,B4-000188,1/1/2014,1250,166,579 MARTIN,3000,ACC,10-15AGO NEIB IS PR HE LEFT EB IN A GRY MINIVAN RYH258,,0,,,,0,0,0,,CRASH NON INJURY,,,921 STARVIEW LN,20140101,3,1250,CRASH NON INJURY,City_Points,M,100,,Salt Valley View,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000188,ACCIDENT,-96.7077093,40.7586501,,,
125824,825397,FALLBROOK BLVD & 34 HWY,1,B4-000184,1/1/2014,1236,140,1712 KHALIL,3000,ACC,MAROON VEH IN THE DITCH   PEOPLE STANDING BY ///RELATED TO /384 AS,,0,,,,0,0,0,,CRASH NON INJURY,,,FALLBROOK BLVD & PURPLE HEART HWY,20140101,3,1236,CRASH NON INJURY,City_Streets,M,100,,Highlands,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000184,ACCIDENT,-96.7338517,40.87559403,,,
125825,825399,70TH ST & PINE LAKE RD,1,B4-000183,1/1/2014,1206,199,1717 SEARS,3211,ACC INJ,MAR 4DR VS SILVER 2DR,,0,,,,0,0,0,,CRASH INJURY,,,70TH ST & PINE LAKE RD,20140101,3,1206,CRASH INJURY,City_Streets,M,86,,Family Acres,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000183,ACCIDENT,-96.62532642,40.7408039,,,
125826,825400,29TH ST & Q ST,1,B4-000180,1/1/2014,1205,31,1698 REDLIN,3111,ACC PD,,,0,,,,0,0,0,,CRASH NON INJURY,,,29TH ST & Q ST,20140101,3,1205,CRASH NON INJURY,City_Streets,M,86,,Hartley,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000180,ACCIDENT,-96.67940074,40.81575905,,,
125827,825402,NW 8TH ST & W CORNHUSKER HWY,1,B4-000182,1/1/2014,1202,136,643 FLUITT,3021,ACC H&R,2 FEM IN SILVER 4DR HIT STOP SIGN. CALLER CHECKED ON THEM THEY ARE OK,,0,,,,0,0,0,,CRASH NON INJURY,,,NW 8TH ST & W CORNHUSKER HWY,20140101,3,1202,CRASH NON INJURY,City_Streets,M,100,,NA,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000182,ACCIDENT,-96.73310371,40.83551148,,,
125828,825406,84TH ST & VAN DORN ST,1,B4-000185,1/1/2014,1153,188,1709 SCHAAF,3000,ACC,BLK PT CRUISER W/WOOD PANELS VS  POLE --PULLED INTO STRIP MALL   REF M,,0,,,,0,0,0,,CRASH NON INJURY,,,84TH ST & VAN DORN ST,20140101,3,1153,CRASH NON INJURY,City_Streets,M,86,,Crown Pointe,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000185,ACCIDENT,-96.6060076,40.78423305,,,
125829,825408,005600 HOLDREGE ST,1,B4-000173,1/1/2014,1138,40,1707 PAPKE,3111,ACC PD,BROWN TOYOTA SACOYA VS BLK 4DR. OCC 56TH/HOLDREGE.,,0,,,,0,0,0,,CRASH NON INJURY,,,5600 HOLDREGE ST,20140101,3,1138,CRASH NON INJURY,City_Streets,M,100,L,University Place,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000173,ACCIDENT,-96.64409082,40.82812812,,,
125830,825416,004501 N 27TH ST,1,B4-000166,1/1/2014,1113,128,643 FLUITT,3000,ACC,SILVER CHEV AND SILVER HONDA PILOT,,0,,,,0,0,0,,CRASH NON INJURY,,,4501 N 27TH ST,20140101,3,1113,CRASH NON INJURY,City_Points,M,100,,Landons,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000166,ACCIDENT,-96.68264002,40.85670242,,,
125831,825420,N ANTELOPE VALLEY PKY & SALT CREEK RDWY,1,B4-000159,1/1/2014,1051,22,885 FLOOD,3111,ACC PD,CITY SNOW PLOW AND IMPALA,,0,,,,0,0,0,,CRASH NON INJURY,,,N ANTELOPE VALLEY PKY & SALT CREEK,20140101,3,1051,CRASH NON INJURY,Lancaster_Streets,M,100,,NA,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000159,ACCIDENT,-96.69870167,40.82691753,,,
125832,825422,007524 BRUMMOND DR,1,B4-000161,1/1/2014,1048,175,1709 SCHAAF,3111,ACC PD,NSP CRUISER AND WHITE HONDA,,0,,,,0,0,0,,CRASH NON INJURY,,,7524 BRUMMOND DR,20140101,3,1048,CRASH NON INJURY,City_Points,M,100,,Porter Ridge,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000161,ACCIDENT,-96.6765971,40.73538942,,,
125833,825424,002224 A ST,1,B4-000168,1/1/2014,1047,466,1706 COLEMAN,3111,ACC PD,OCC 10 AGO. PR WHT PU  DAMAGE TO DRIVERS SIDE REAR BUMPER. LS WB.,,0,,,,0,0,0,,CRASH NON INJURY,,,2224 A ST,20140101,3,1047,CRASH NON INJURY,City_Points,M,100,,Near South,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000168,ACCIDENT,-96.68854153,40.79921595,,,
125834,825430,13TH ST & SOUTH ST,1,B4-000151,1/1/2014,1011,95,579 MARTIN,3211,ACC INJ,BLK TRUCK AND SILVER SEDAN,,0,,,,0,0,0,,CRASH INJURY,,,13TH ST & SOUTH ST,20140101,3,1011,CRASH INJURY,City_Streets,M,86,,Irvingdale,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000151,ACCIDENT,-96.70274332,40.79182752,,,
125835,825432,48TH ST & CORNHUSKER HWY,1,B4-000150,1/1/2014,1010,114,1285 MOORE,3000,ACC,WHITE OLDS VAN STRUCK A YIELD,,0,,,,0,0,0,,CRASH NON INJURY,,,48TH ST & CORNHUSKER HWY,20140101,3,1010,CRASH NON INJURY,City_Streets,M,86,,Havelock,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000150,ACCIDENT,-96.6536282,40.85208903,,,
125836,825437,56TH ST & SHADY CREEK CT,1,B4-000147,1/1/2014,944,180,1443 NORTON,3000,ACC,BIEGE PU AND RED TOY    PULLED OFF ONTO SHADY CREEK,,0,,,,0,0,0,,CRASH NON INJURY,,,56TH ST & SHADY CREEK CT,20140101,3,944,CRASH NON INJURY,City_Streets,M,86,,College View,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000147,ACCIDENT,-96.64430153,40.75867666,,,
125837,825442,16TH ST & O ST,1,B4-000138,1/1/2014,917,79,1698 REDLIN,3000,ACC,BLK HONDA FIT AND WHITE CADDI,,0,,,,0,0,0,,CRASH NON INJURY,,,16TH ST & O ST,20140101,3,917,CRASH NON INJURY,City_Streets,T,86,,Downtown,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000138,ACCIDENT,-96.69819413,40.81360996,,,
125838,826474,27TH ST & VINE ST,1,B4-000363,1/2/2014,934,29,1118 YINDRICK JR.,3111,ACC PD,DRK BLU BMW VS TAN CHEVY,,0,,,,0,0,0,,CRASH NON INJURY,,,27TH ST & VINE ST,20140102,4,934,CRASH NON INJURY,City_Streets,M,86,,Hawley,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000363,ACCIDENT,-96.68231451,40.82074634,,,
125839,826476,000145 S 40TH ST,1,B4-000357,1/2/2014,914,62,1471 QUANDT,3000,ACC,BLK PROBE OR SIM  VS CEMETARY FENCE IS JW OF 40TH ON SS,,0,,,,0,0,0,,CRASH NON INJURY,,,145 S 40TH ST,20140102,4,914,CRASH NON INJURY,City_Streets,M,100,R,Witherbee,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000357,ACCIDENT,-96.66343922,40.81306498,,,
125840,826480,9TH ST & G ST,1,B4-000356,1/2/2014,903,86,1528 HUDEC,3111,ACC PD,,,0,,,,0,0,0,,CRASH NON INJURY,,,9TH ST & G ST,20140102,4,903,CRASH NON INJURY,City_Streets,M,86,,Everett,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000356,ACCIDENT,-96.70852141,40.8058634,,,
125841,826485,17TH ST & A ST,1,B4-000350,1/2/2014,846,97,1224 BAUER,3000,ACC,SLVR PONT GRAND PRIX VS RED DODGE DAKOTA,,0,,,,0,0,0,,CRASH NON INJURY,,,17TH ST & A ST,20140102,4,846,CRASH NON INJURY,City_Streets,T,86,,Near South,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000350,ACCIDENT,-96.69684046,40.79917935,,,
125842,826486,002011 BRECKENRIDGE DR,99,B4-000348,1/2/2014,841,131,1222 WHERRY,3121,ACC PD H&R,TO VEH,,0,,,,0,0,0,,CRASH NON INJURY,,,2011 BRECKENRIDGE DR,20140102,4,841,CRASH NON INJURY,City_Points,M,100,,NA,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000348,ACCIDENT,-96.69058988,40.87170897,,,
125843,826490,77 HWY S & W O ST,1,B4-000344,1/2/2014,832,148,950 PACHUNKA,3021,ACC H&R,MC W/ DRIVER TRAVIS MARTIN  BUS HIT BY UNK VEH  NO DESC  LS ON EB ON R,,0,,,,0,0,0,,CRASH NON INJURY,,,HOMESTEAD EXPY & W O ST,20140102,4,832,CRASH NON INJURY,City_Streets,T,100,,NA,Northwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000344,ACCIDENT,-96.75511044,40.81378526,,,
125844,826499,001033 O ST,1,B4-000336,1/2/2014,700,76,1361 AKSAMIT,3111,ACC PD,HIT GUARDRAIL JN OF THE BIG X - JUST CONTINUED TO WORK. CAR IS TO THE,,0,,,,0,0,0,,CRASH NON INJURY,,,1033 O ST,20140102,4,700,CRASH NON INJURY,City_Points,M,100,,Downtown,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000336,ACCIDENT,-96.70588964,40.81330843,,,
125845,826736,001100 P ST,1,B4-000565,1/2/2014,2337,74,1671 PETERSEN,3000,ACC,UN-HAPPY CAB VS GREY ACCORD,,0,,,,0,0,0,,CRASH NON INJURY,,,1100 P ST,20140102,4,2337,CRASH NON INJURY,City_Streets,M,100,L,Downtown,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000565,ACCIDENT,-96.70546555,40.81486957,,,
125846,826738,56TH ST & CLEVELAND AVE,1,B4-000564,1/2/2014,2330,8,1707 PAPKE,3111,ACC PD,,,0,,,,0,0,0,,CRASH NON INJURY,,,56TH ST & CLEVELAND AVE,20140102,4,2330,CRASH NON INJURY,Streets911,M,86,,University Place,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000564,ACCIDENT,-96.6441318,40.8412805,,,
125847,826742,27TH ST & RANDOLPH ST,1,B4-000559,1/2/2014,2313,564,1709 SCHAAF,3211,ACC INJ,[P CAR PED  ,28 YEAR OLD  MALE  UNCONSCIOUS  BREATHING.  HIGH MECHANIS,,0,,,,0,0,0,,CRASH INJURY,,,27TH ST & RANDOLPH ST,20140102,4,2313,CRASH INJURY,City_Streets,M,86,,Woods Park,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000559,ACCIDENT,-96.68237789,,,
125848,826751,002012 N 70TH ST,1,B4-000550,1/2/2014,2202,43,1685 MEYERSON,3121,ACC PD H&R,DAMAGE TO FRONT OF COMPS CADDY. NEVER SAW ANYTHING.,,0,,,,0,0,0,,CRASH NON INJURY,,,2012 N 70TH ST,20140102,4,2202,CRASH NON INJURY,City_Points,M,100,,NA,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000550,ACCIDENT,-96.62457681,40.83230957,,,
125849,826766,003800 SAN MATEO LN,1,B4-000534,1/2/2014,2011,175,1358 HULSE,3121,ACC PD H&R,MC OUT FRONT AT COMP'S WHI FORD F150  NO SUSP INFO,,0,,,,0,0,0,,CRASH NON INJURY,,,3800 SAN MATEO LN,20140102,4,2011,CRASH NON INJURY,City_Points,M,100,,NA,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000534,ACCIDENT,-96.66541172,40.73315678,,,
125850,827686,48TH ST & R ST,1,B4-000531,1/2/2014,2005,36,1692 MEYER,3000,ACC,RED CHEVY AVAIL VS FENCE. MED REF.,,0,,,,0,0,0,,CRASH NON INJURY,,,48TH ST & R ST,20140102,4,2005,CRASH NON INJURY,City_Streets,M,86,,Hartley,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000531,ACCIDENT,-96.65372867,40.81711302,,,
125851,827700,ROSA PARKS WAY BRDG WB,1,B4-000518,1/2/2014,1913,91,1616 COOPER,3111,ACC PD,DARK GRN SEDAN VS SILV SEDAN,,0,,,,0,0,0,,CRASH NON INJURY,,,ROSA PARKS WAY  WB,20140102,4,1913,CRASH NON INJURY,City_Streets,T,100,,South Salt Creek,Southwest Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000518,ACCIDENT,-96.71534126,40.80781732,,,
125852,827702,40TH ST & FAULKNER DR,1,B4-000516,1/2/2014,1909,179,1669 TRAN,3111,ACC PD,WHT BUICK WAS HIT BY ANOTHER VEH ....B1 IS OUT TRYING TO GET FURTHER I,,0,,,,0,0,0,,CRASH NON INJURY,,,40TH ST & FAULKNER DR,20140102,4,1909,CRASH NON INJURY,City_Streets,M,86,,NA,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000516,ACCIDENT,-96.66338261,40.75002589,,,
125853,827706,48TH ST & OLD CHENEY RD,1,B4-000509,1/2/2014,1843,179,1652 KAISER,3111,ACC PD,GRY JEEP CHEROKEE VS WHITE CAMARO,,0,,,,0,0,0,,CRASH NON INJURY,,,48TH ST & OLD CHENEY RD,20140102,4,1843,CRASH NON INJURY,City_Streets,M,86,,NA,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000509,ACCIDENT,-96.65380129,40.75530025,,,
125854,827721,001300 G ST,84,B4-000493,1/2/2014,1756,84,1583 DIMAS,3121,ACC PD H&R,SILV CHEVY TJL967 WAS HIT. COMP UNK WHO'S VEH IT IS. PER LOCALS VEH CO,,0,,,,0,0,0,,CRASH NON INJURY,,,1300 G ST,20140102,4,1756,CRASH NON INJURY,City_Streets,M,100,L,Downtown,Center Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000493,ACCIDENT,-96.70260092,40.80595521,,,
125855,827722,84TH ST & HAVELOCK AVE,1,B4-000497,1/2/2014,1756,193,1676 ENGLER,3211,ACC INJ,WHI SUV VS GRY SUV DUPLICATE CALL INFO-CALL TYPE: ACC      LOC: 84TH,,0,,,,0,0,0,,CRASH INJURY,,,84TH ST & HAVELOCK AVE,20140102,4,1756,CRASH INJURY,Streets911,T,86,,NA,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000497,ACCIDENT,-96.60572523,40.85709254,,,
125856,827729,002100 N 48TH ST,1,B4-000485,1/2/2014,1737,39,1692 MEYER,3021,ACC H&R,COMP MOTHER WAS INVOLVED IN A ACC EARLIER TODAY THE PHONE # THE OTHER,,0,,,,0,0,0,,CRASH NON INJURY,,,2100 N 48TH ST,20140102,4,1737,CRASH NON INJURY,City_Points,M,100,,University Place,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000485,ACCIDENT,-96.65332914,40.83345441,,,
125857,827731,NORMAL BLVD & SOUTH ST,1,B4-000480,1/2/2014,1728,60,1614 CARMICHAEL,3111,ACC PD,WHT SATURN VS RED KIA. ANOTHER SEPERATE ACC BEHIND COMP.,,0,,,,0,0,0,,CRASH NON INJURY,,,NORMAL BLVD & SOUTH ST,20140102,4,1728,CRASH NON INJURY,City_Streets,M,100,,40th & A,Southeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000480,ACCIDENT,-96.66499993,40.79167083,,,
125858,827739,003401 N 60TH ST,80,B4-000474,1/2/2014,1705,6,1685 MEYERSON,3121,ACC PD H&R,TO MAILBOX,,0,,,,0,0,0,,CRASH NON INJURY,,,3401 N 60TH ST,20140102,4,1705,CRASH NON INJURY,City_Points,M,100,,Havelock,Northeast Team,http://cjis.lincoln.ne.gov/htbin/cgi.com?cgi=lpdmapir:lpd_calls.com&rky=B4-000474,ACCIDENT,-96.63892333,40.84678906,,,
